raw_text,truncated_prompt,category_id,category_name,subcategory_id,subcategory_name
How do I reset the password for my Amex corporate card? ASAP.,How do I reset the password for my Amex corporate card? ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 4113? Pls.,How do I process a refund for a customer whose card ends in 4113? Pls.,4,Cyber Security & Identity,128,Amex Card Risk
What are the limits for Centurion lounge access this year? Urgent.,What are the limits for Centurion lounge access this year? Urgent.,1,Production Support & Debugging,74,Error Code Exception
How do I reset the password for my Amex corporate card? ASAP.,How do I reset the password for my Amex corporate card? ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
Is the API endpoint for real-time authorizations down today? Help.,Is the API endpoint for real-time authorizations down today? Help.,0,Software Engineering & Development,3,Api Rest Graphql
Can you help me pull the latest transaction report for merchant Uber?,Can you help me pull the latest transaction report for merchant Uber?,11,American Express & Payments,54,American Express Amex
What are the limits for Centurion lounge access this year? Thanks.,What are the limits for Centurion lounge access this year? Thanks.,1,Production Support & Debugging,74,Error Code Exception
Where can I find the compliance guidelines for cross-border payments? Thanks.,Where can I find the compliance guidelines for cross-border payments? Thanks.,11,American Express & Payments,54,American Express Amex
Where can I find the compliance guidelines for cross-border payments? Thanks.,Where can I find the compliance guidelines for cross-border payments? Thanks.,11,American Express & Payments,54,American Express Amex
What are the limits for Centurion lounge access this year? Urgent.,What are the limits for Centurion lounge access this year? Urgent.,1,Production Support & Debugging,74,Error Code Exception
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks.,1,Production Support & Debugging,74,Error Code Exception
Can you help me pull the latest transaction report for merchant Google? Help.,Can you help me pull the latest transaction report for merchant Google? Help.,11,American Express & Payments,54,American Express Amex
What is the current exchange rate for USD to CNY for international settlements? Thanks in advance.,What is the current exchange rate for USD to CNY for international settlements? Thanks in advance.,1,Production Support & Debugging,74,Error Code Exception
What is the current exchange rate for USD to SGD for international settlements? Thanks.,What is the current exchange rate for USD to SGD for international settlements? Thanks.,1,Production Support & Debugging,74,Error Code Exception
Where can I find the compliance guidelines for cross-border payments? Pls.,Where can I find the compliance guidelines for cross-border payments? Pls.,11,American Express & Payments,54,American Express Amex
Necesito presentar una disputa por un cargo de $926.97 en mi cuenta corporativa. Urgent.,Necesito presentar una disputa por un cargo de $926.97 en mi cuenta corporativa. Urgent.,4,Cyber Security & Identity,128,Amex Card Risk
Where can I find the compliance guidelines for cross-border payments? Please advise.,Where can I find the compliance guidelines for cross-border payments? Please advise.,11,American Express & Payments,54,American Express Amex
Is the API endpoint for real-time authorizations down today? Thanks.,Is the API endpoint for real-time authorizations down today? Thanks.,0,Software Engineering & Development,3,Api Rest Graphql
Please explain the new American Express platinum benefits for Q3.,Please explain the new American Express platinum benefits for Q3.,11,American Express & Payments,54,American Express Amex
What are the limits for Centurion lounge access this year? Help.,What are the limits for Centurion lounge access this year? Help.,1,Production Support & Debugging,74,Error Code Exception
Please explain the new American Express platinum benefits for Q3. ASAP.,Please explain the new American Express platinum benefits for Q3. ASAP.,11,American Express & Payments,54,American Express Amex
How do I reset the password for my Amex corporate card?,How do I reset the password for my Amex corporate card?,4,Cyber Security & Identity,128,Amex Card Risk
Where can I find the compliance guidelines for cross-border payments?,Where can I find the compliance guidelines for cross-border payments?,11,American Express & Payments,54,American Express Amex
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks in advance.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks in advance.,1,Production Support & Debugging,74,Error Code Exception
I am getting an error code 403 when trying to access the internal Amex risk dashboard.,I am getting an error code 403 when trying to access the internal Amex risk dashboard.,1,Production Support & Debugging,74,Error Code Exception
I need to file a dispute for a charge of $1306.19 on my corporate account. Thanks in advance.,I need to file a dispute for a charge of $1306.19 on my corporate account. Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 6911? Pls.,How do I process a refund for a customer whose card ends in 6911? Pls.,4,Cyber Security & Identity,128,Amex Card Risk
What are the limits for Centurion lounge access this year? Please advise.,What are the limits for Centurion lounge access this year? Please advise.,1,Production Support & Debugging,74,Error Code Exception
Is the API endpoint for real-time authorizations down today?,Is the API endpoint for real-time authorizations down today?,0,Software Engineering & Development,3,Api Rest Graphql
Please explain the new American Express platinum benefits for Q3. Thanks in advance.,Please explain the new American Express platinum benefits for Q3. Thanks in advance.,11,American Express & Payments,54,American Express Amex
What is the current exchange rate for USD to CAD for international settlements? ASAP.,What is the current exchange rate for USD to CAD for international settlements? ASAP.,1,Production Support & Debugging,74,Error Code Exception
Can you help me pull the latest transaction report for merchant Starbucks? Urgent.,Can you help me pull the latest transaction report for merchant Starbucks? Urgent.,11,American Express & Payments,54,American Express Amex
Is the API endpoint for real-time authorizations down today?,Is the API endpoint for real-time authorizations down today?,0,Software Engineering & Development,3,Api Rest Graphql
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.",11,American Express & Payments,54,American Express Amex
Can you help me pull the latest transaction report for merchant Walmart? Pls.,Can you help me pull the latest transaction report for merchant Walmart? Pls.,11,American Express & Payments,54,American Express Amex
Can you help me pull the latest transaction report for merchant Marriott? ASAP.,Can you help me pull the latest transaction report for merchant Marriott? ASAP.,11,American Express & Payments,54,American Express Amex
Where can I find the compliance guidelines for cross-border payments? Urgent.,Where can I find the compliance guidelines for cross-border payments? Urgent.,11,American Express & Payments,54,American Express Amex
What are the limits for Centurion lounge access this year? ASAP.,What are the limits for Centurion lounge access this year? ASAP.,1,Production Support & Debugging,74,Error Code Exception
How do I process a refund for a customer whose card ends in 6502? Please advise.,How do I process a refund for a customer whose card ends in 6502? Please advise.,4,Cyber Security & Identity,128,Amex Card Risk
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.",11,American Express & Payments,54,American Express Amex
How do I reset the password for my Amex corporate card? Urgent.,How do I reset the password for my Amex corporate card? Urgent.,4,Cyber Security & Identity,128,Amex Card Risk
I need to file a dispute for a charge of $3517.01 on my corporate account. ASAP.,I need to file a dispute for a charge of $3517.01 on my corporate account. ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
How do I reset the password for my Amex corporate card? Pls.,How do I reset the password for my Amex corporate card? Pls.,4,Cyber Security & Identity,128,Amex Card Risk
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks.,1,Production Support & Debugging,74,Error Code Exception
What is the current exchange rate for USD to GBP for international settlements? Please advise.,What is the current exchange rate for USD to GBP for international settlements? Please advise.,1,Production Support & Debugging,74,Error Code Exception
Necesito presentar una disputa por un cargo de $4752.75 en mi cuenta corporativa. Thanks in advance.,Necesito presentar una disputa por un cargo de $4752.75 en mi cuenta corporativa. Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 3800? Please advise.,How do I process a refund for a customer whose card ends in 3800? Please advise.,4,Cyber Security & Identity,128,Amex Card Risk
What are the limits for Centurion lounge access this year? Please advise.,What are the limits for Centurion lounge access this year? Please advise.,1,Production Support & Debugging,74,Error Code Exception
Where can I find the compliance guidelines for cross-border payments? ASAP.,Where can I find the compliance guidelines for cross-border payments? ASAP.,11,American Express & Payments,54,American Express Amex
Please explain the new American Express platinum benefits for Q3. ASAP.,Please explain the new American Express platinum benefits for Q3. ASAP.,11,American Express & Payments,54,American Express Amex
How do I reset the password for my Amex corporate card? Please advise.,How do I reset the password for my Amex corporate card? Please advise.,4,Cyber Security & Identity,128,Amex Card Risk
What are the limits for Centurion lounge access this year? Pls.,What are the limits for Centurion lounge access this year? Pls.,1,Production Support & Debugging,74,Error Code Exception
Please explain the new American Express platinum benefits for Q3. Help.,Please explain the new American Express platinum benefits for Q3. Help.,11,American Express & Payments,54,American Express Amex
Can you help me pull the latest transaction report for merchant Delta? ASAP.,Can you help me pull the latest transaction report for merchant Delta? ASAP.,11,American Express & Payments,54,American Express Amex
Necesito presentar una disputa por un cargo de $2413.55 en mi cuenta corporativa. Urgent.,Necesito presentar una disputa por un cargo de $2413.55 en mi cuenta corporativa. Urgent.,4,Cyber Security & Identity,128,Amex Card Risk
I need to file a dispute for a charge of $4573.88 on my corporate account. Pls.,I need to file a dispute for a charge of $4573.88 on my corporate account. Pls.,4,Cyber Security & Identity,128,Amex Card Risk
Is the API endpoint for real-time authorizations down today? Thanks in advance.,Is the API endpoint for real-time authorizations down today? Thanks in advance.,0,Software Engineering & Development,3,Api Rest Graphql
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Thanks in advance.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Thanks in advance.",11,American Express & Payments,54,American Express Amex
Is the API endpoint for real-time authorizations down today? Please advise.,Is the API endpoint for real-time authorizations down today? Please advise.,0,Software Engineering & Development,3,Api Rest Graphql
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Urgent.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Urgent.,1,Production Support & Debugging,74,Error Code Exception
Where can I find the compliance guidelines for cross-border payments? Thanks in advance.,Where can I find the compliance guidelines for cross-border payments? Thanks in advance.,11,American Express & Payments,54,American Express Amex
How do I reset the password for my Amex corporate card? Thanks in advance.,How do I reset the password for my Amex corporate card? Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
How do I reset the password for my Amex corporate card? Pls.,How do I reset the password for my Amex corporate card? Pls.,4,Cyber Security & Identity,128,Amex Card Risk
Where can I find the compliance guidelines for cross-border payments? Thanks in advance.,Where can I find the compliance guidelines for cross-border payments? Thanks in advance.,11,American Express & Payments,54,American Express Amex
What are the limits for Centurion lounge access this year? Thanks.,What are the limits for Centurion lounge access this year? Thanks.,1,Production Support & Debugging,74,Error Code Exception
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Please advise.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Please advise.",11,American Express & Payments,54,American Express Amex
Necesito presentar una disputa por un cargo de $64.97 en mi cuenta corporativa. Pls.,Necesito presentar una disputa por un cargo de $64.97 en mi cuenta corporativa. Pls.,4,Cyber Security & Identity,128,Amex Card Risk
Necesito presentar una disputa por un cargo de $1429.76 en mi cuenta corporativa. ASAP.,Necesito presentar una disputa por un cargo de $1429.76 en mi cuenta corporativa. ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
Can you help me pull the latest transaction report for merchant Delta? Urgent.,Can you help me pull the latest transaction report for merchant Delta? Urgent.,11,American Express & Payments,54,American Express Amex
How do I process a refund for a customer whose card ends in 3846?,How do I process a refund for a customer whose card ends in 3846?,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 2044?,How do I process a refund for a customer whose card ends in 2044?,4,Cyber Security & Identity,128,Amex Card Risk
Is the API endpoint for real-time authorizations down today? ASAP.,Is the API endpoint for real-time authorizations down today? ASAP.,0,Software Engineering & Development,3,Api Rest Graphql
Can you help me pull the latest transaction report for merchant Target? Please advise.,Can you help me pull the latest transaction report for merchant Target? Please advise.,11,American Express & Payments,54,American Express Amex
How do I process a refund for a customer whose card ends in 9380? Urgent.,How do I process a refund for a customer whose card ends in 9380? Urgent.,4,Cyber Security & Identity,128,Amex Card Risk
What are the limits for Centurion lounge access this year? Urgent.,What are the limits for Centurion lounge access this year? Urgent.,1,Production Support & Debugging,74,Error Code Exception
What are the limits for Centurion lounge access this year? Thanks.,What are the limits for Centurion lounge access this year? Thanks.,1,Production Support & Debugging,74,Error Code Exception
How do I process a refund for a customer whose card ends in 6135? Thanks in advance.,How do I process a refund for a customer whose card ends in 6135? Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
Can you help me pull the latest transaction report for merchant Starbucks? Help.,Can you help me pull the latest transaction report for merchant Starbucks? Help.,11,American Express & Payments,54,American Express Amex
What is the current exchange rate for USD to MXN for international settlements? ASAP.,What is the current exchange rate for USD to MXN for international settlements? ASAP.,1,Production Support & Debugging,74,Error Code Exception
I need to file a dispute for a charge of $2389.08 on my corporate account. ASAP.,I need to file a dispute for a charge of $2389.08 on my corporate account. ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
Where can I find the compliance guidelines for cross-border payments?,Where can I find the compliance guidelines for cross-border payments?,11,American Express & Payments,54,American Express Amex
What is the current exchange rate for USD to GBP for international settlements? Help.,What is the current exchange rate for USD to GBP for international settlements? Help.,1,Production Support & Debugging,74,Error Code Exception
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Help.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Help.,1,Production Support & Debugging,74,Error Code Exception
Please explain the new American Express platinum benefits for Q3. Please advise.,Please explain the new American Express platinum benefits for Q3. Please advise.,11,American Express & Payments,54,American Express Amex
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.",11,American Express & Payments,54,American Express Amex
Can you help me pull the latest transaction report for merchant Microsoft? Thanks.,Can you help me pull the latest transaction report for merchant Microsoft? Thanks.,11,American Express & Payments,54,American Express Amex
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.",11,American Express & Payments,54,American Express Amex
Can you help me pull the latest transaction report for merchant Amazon? Pls.,Can you help me pull the latest transaction report for merchant Amazon? Pls.,11,American Express & Payments,54,American Express Amex
Necesito presentar una disputa por un cargo de $3870.35 en mi cuenta corporativa. Urgent.,Necesito presentar una disputa por un cargo de $3870.35 en mi cuenta corporativa. Urgent.,4,Cyber Security & Identity,128,Amex Card Risk
Please explain the new American Express platinum benefits for Q3. Urgent.,Please explain the new American Express platinum benefits for Q3. Urgent.,11,American Express & Payments,54,American Express Amex
How do I process a refund for a customer whose card ends in 5037? ASAP.,How do I process a refund for a customer whose card ends in 5037? ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 2775? ASAP.,How do I process a refund for a customer whose card ends in 2775? ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
What is the current exchange rate for USD to SGD for international settlements? Thanks in advance.,What is the current exchange rate for USD to SGD for international settlements? Thanks in advance.,1,Production Support & Debugging,74,Error Code Exception
I need to file a dispute for a charge of $2917.35 on my corporate account.,I need to file a dispute for a charge of $2917.35 on my corporate account.,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 1107? Help.,How do I process a refund for a customer whose card ends in 1107? Help.,4,Cyber Security & Identity,128,Amex Card Risk
What is the current exchange rate for USD to SGD for international settlements? Urgent.,What is the current exchange rate for USD to SGD for international settlements? Urgent.,1,Production Support & Debugging,74,Error Code Exception
I need to file a dispute for a charge of $4360.84 on my corporate account. Pls.,I need to file a dispute for a charge of $4360.84 on my corporate account. Pls.,4,Cyber Security & Identity,128,Amex Card Risk
Please explain the new American Express platinum benefits for Q3. Please advise.,Please explain the new American Express platinum benefits for Q3. Please advise.,11,American Express & Payments,54,American Express Amex
I need to file a dispute for a charge of $2842.73 on my corporate account. Thanks.,I need to file a dispute for a charge of $2842.73 on my corporate account. Thanks.,4,Cyber Security & Identity,128,Amex Card Risk
How do I reset the password for my Amex corporate card? Thanks in advance.,How do I reset the password for my Amex corporate card? Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
Is the API endpoint for real-time authorizations down today? Help.,Is the API endpoint for real-time authorizations down today? Help.,0,Software Engineering & Development,3,Api Rest Graphql
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Please advise.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Please advise.,1,Production Support & Debugging,74,Error Code Exception
Can you help me pull the latest transaction report for merchant Starbucks? ASAP.,Can you help me pull the latest transaction report for merchant Starbucks? ASAP.,11,American Express & Payments,54,American Express Amex
What are the limits for Centurion lounge access this year? Help.,What are the limits for Centurion lounge access this year? Help.,1,Production Support & Debugging,74,Error Code Exception
How do I process a refund for a customer whose card ends in 1941?,How do I process a refund for a customer whose card ends in 1941?,4,Cyber Security & Identity,128,Amex Card Risk
What is the current exchange rate for USD to INR for international settlements? ASAP.,What is the current exchange rate for USD to INR for international settlements? ASAP.,1,Production Support & Debugging,74,Error Code Exception
Please explain the new American Express platinum benefits for Q3. ASAP.,Please explain the new American Express platinum benefits for Q3. ASAP.,11,American Express & Payments,54,American Express Amex
Please explain the new American Express platinum benefits for Q3. Thanks in advance.,Please explain the new American Express platinum benefits for Q3. Thanks in advance.,11,American Express & Payments,54,American Express Amex
What is the current exchange rate for USD to CNY for international settlements? Thanks in advance.,What is the current exchange rate for USD to CNY for international settlements? Thanks in advance.,1,Production Support & Debugging,74,Error Code Exception
Can you help me pull the latest transaction report for merchant Microsoft? Urgent.,Can you help me pull the latest transaction report for merchant Microsoft? Urgent.,11,American Express & Payments,54,American Express Amex
I need to file a dispute for a charge of $530.18 on my corporate account. Thanks in advance.,I need to file a dispute for a charge of $530.18 on my corporate account. Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Pls.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Pls.",11,American Express & Payments,54,American Express Amex
Necesito presentar una disputa por un cargo de $287.29 en mi cuenta corporativa. Thanks in advance.,Necesito presentar una disputa por un cargo de $287.29 en mi cuenta corporativa. Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
Where can I find the compliance guidelines for cross-border payments? Please advise.,Where can I find the compliance guidelines for cross-border payments? Please advise.,11,American Express & Payments,54,American Express Amex
Where can I find the compliance guidelines for cross-border payments? ASAP.,Where can I find the compliance guidelines for cross-border payments? ASAP.,11,American Express & Payments,54,American Express Amex
How do I reset the password for my Amex corporate card? Thanks.,How do I reset the password for my Amex corporate card? Thanks.,4,Cyber Security & Identity,128,Amex Card Risk
How do I reset the password for my Amex corporate card? Urgent.,How do I reset the password for my Amex corporate card? Urgent.,4,Cyber Security & Identity,128,Amex Card Risk
I need to file a dispute for a charge of $3633.41 on my corporate account. Thanks in advance.,I need to file a dispute for a charge of $3633.41 on my corporate account. Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 7621? ASAP.,How do I process a refund for a customer whose card ends in 7621? ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
I am getting an error code 403 when trying to access the internal Amex risk dashboard.,I am getting an error code 403 when trying to access the internal Amex risk dashboard.,1,Production Support & Debugging,74,Error Code Exception
What is the current exchange rate for USD to SGD for international settlements? Thanks in advance.,What is the current exchange rate for USD to SGD for international settlements? Thanks in advance.,1,Production Support & Debugging,74,Error Code Exception
How do I reset the password for my Amex corporate card? Please advise.,How do I reset the password for my Amex corporate card? Please advise.,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 1231? Pls.,How do I process a refund for a customer whose card ends in 1231? Pls.,4,Cyber Security & Identity,128,Amex Card Risk
Where can I find the compliance guidelines for cross-border payments?,Where can I find the compliance guidelines for cross-border payments?,11,American Express & Payments,54,American Express Amex
I need to file a dispute for a charge of $2365.66 on my corporate account. Pls.,I need to file a dispute for a charge of $2365.66 on my corporate account. Pls.,4,Cyber Security & Identity,128,Amex Card Risk
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Thanks.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Thanks.",11,American Express & Payments,54,American Express Amex
Necesito presentar una disputa por un cargo de $3132.33 en mi cuenta corporativa.,Necesito presentar una disputa por un cargo de $3132.33 en mi cuenta corporativa.,4,Cyber Security & Identity,128,Amex Card Risk
I need to file a dispute for a charge of $3041.05 on my corporate account. Urgent.,I need to file a dispute for a charge of $3041.05 on my corporate account. Urgent.,4,Cyber Security & Identity,128,Amex Card Risk
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. ASAP.",11,American Express & Payments,54,American Express Amex
How do I reset the password for my Amex corporate card? Urgent.,How do I reset the password for my Amex corporate card? Urgent.,4,Cyber Security & Identity,128,Amex Card Risk
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Pls.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Pls.,1,Production Support & Debugging,74,Error Code Exception
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Pls.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Pls.,1,Production Support & Debugging,74,Error Code Exception
What is the current exchange rate for USD to MXN for international settlements? Urgent.,What is the current exchange rate for USD to MXN for international settlements? Urgent.,1,Production Support & Debugging,74,Error Code Exception
How do I reset the password for my Amex corporate card? Thanks in advance.,How do I reset the password for my Amex corporate card? Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
Is the API endpoint for real-time authorizations down today? Pls.,Is the API endpoint for real-time authorizations down today? Pls.,0,Software Engineering & Development,3,Api Rest Graphql
Can you help me pull the latest transaction report for merchant Delta? Thanks in advance.,Can you help me pull the latest transaction report for merchant Delta? Thanks in advance.,11,American Express & Payments,54,American Express Amex
Where can I find the compliance guidelines for cross-border payments? Please advise.,Where can I find the compliance guidelines for cross-border payments? Please advise.,11,American Express & Payments,54,American Express Amex
Necesito presentar una disputa por un cargo de $3961.58 en mi cuenta corporativa. Please advise.,Necesito presentar una disputa por un cargo de $3961.58 en mi cuenta corporativa. Please advise.,4,Cyber Security & Identity,128,Amex Card Risk
Necesito presentar una disputa por un cargo de $18.62 en mi cuenta corporativa. Please advise.,Necesito presentar una disputa por un cargo de $18.62 en mi cuenta corporativa. Please advise.,4,Cyber Security & Identity,128,Amex Card Risk
What is the current exchange rate for USD to JPY for international settlements? Urgent.,What is the current exchange rate for USD to JPY for international settlements? Urgent.,1,Production Support & Debugging,74,Error Code Exception
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Pls.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Pls.",11,American Express & Payments,54,American Express Amex
Can you help me pull the latest transaction report for merchant Amazon? Pls.,Can you help me pull the latest transaction report for merchant Amazon? Pls.,11,American Express & Payments,54,American Express Amex
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks.,1,Production Support & Debugging,74,Error Code Exception
How do I process a refund for a customer whose card ends in 1777? Thanks.,How do I process a refund for a customer whose card ends in 1777? Thanks.,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 9941?,How do I process a refund for a customer whose card ends in 9941?,4,Cyber Security & Identity,128,Amex Card Risk
I am getting an error code 403 when trying to access the internal Amex risk dashboard. ASAP.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. ASAP.,1,Production Support & Debugging,74,Error Code Exception
I need to file a dispute for a charge of $3833.31 on my corporate account.,I need to file a dispute for a charge of $3833.31 on my corporate account.,4,Cyber Security & Identity,128,Amex Card Risk
What is the current exchange rate for USD to GBP for international settlements? Urgent.,What is the current exchange rate for USD to GBP for international settlements? Urgent.,1,Production Support & Debugging,74,Error Code Exception
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks in advance.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks in advance.,1,Production Support & Debugging,74,Error Code Exception
Necesito presentar una disputa por un cargo de $1266.36 en mi cuenta corporativa.,Necesito presentar una disputa por un cargo de $1266.36 en mi cuenta corporativa.,4,Cyber Security & Identity,128,Amex Card Risk
How do I reset the password for my Amex corporate card? Thanks.,How do I reset the password for my Amex corporate card? Thanks.,4,Cyber Security & Identity,128,Amex Card Risk
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks in advance.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Thanks in advance.,1,Production Support & Debugging,74,Error Code Exception
How do I process a refund for a customer whose card ends in 8913? ASAP.,How do I process a refund for a customer whose card ends in 8913? ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
Please explain the new American Express platinum benefits for Q3. Pls.,Please explain the new American Express platinum benefits for Q3. Pls.,11,American Express & Payments,54,American Express Amex
Where can I find the compliance guidelines for cross-border payments? Urgent.,Where can I find the compliance guidelines for cross-border payments? Urgent.,11,American Express & Payments,54,American Express Amex
Can you help me pull the latest transaction report for merchant Target? Thanks.,Can you help me pull the latest transaction report for merchant Target? Thanks.,11,American Express & Payments,54,American Express Amex
Please explain the new American Express platinum benefits for Q3. Thanks.,Please explain the new American Express platinum benefits for Q3. Thanks.,11,American Express & Payments,54,American Express Amex
What are the limits for Centurion lounge access this year?,What are the limits for Centurion lounge access this year?,1,Production Support & Debugging,74,Error Code Exception
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Urgent.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Urgent.,1,Production Support & Debugging,74,Error Code Exception
Where can I find the compliance guidelines for cross-border payments? Please advise.,Where can I find the compliance guidelines for cross-border payments? Please advise.,11,American Express & Payments,54,American Express Amex
What are the limits for Centurion lounge access this year? Thanks.,What are the limits for Centurion lounge access this year? Thanks.,1,Production Support & Debugging,74,Error Code Exception
How do I reset the password for my Amex corporate card? ASAP.,How do I reset the password for my Amex corporate card? ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
Necesito presentar una disputa por un cargo de $4298.00 en mi cuenta corporativa. Please advise.,Necesito presentar una disputa por un cargo de $4298.00 en mi cuenta corporativa. Please advise.,4,Cyber Security & Identity,128,Amex Card Risk
How do I process a refund for a customer whose card ends in 5464? Urgent.,How do I process a refund for a customer whose card ends in 5464? Urgent.,4,Cyber Security & Identity,128,Amex Card Risk
How do I reset the password for my Amex corporate card? Thanks.,How do I reset the password for my Amex corporate card? Thanks.,4,Cyber Security & Identity,128,Amex Card Risk
Where can I find the compliance guidelines for cross-border payments? ASAP.,Where can I find the compliance guidelines for cross-border payments? ASAP.,11,American Express & Payments,54,American Express Amex
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Pls.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Pls.,1,Production Support & Debugging,74,Error Code Exception
I am getting an error code 403 when trying to access the internal Amex risk dashboard. Pls.,I am getting an error code 403 when trying to access the internal Amex risk dashboard. Pls.,1,Production Support & Debugging,74,Error Code Exception
Necesito presentar una disputa por un cargo de $360.29 en mi cuenta corporativa. ASAP.,Necesito presentar una disputa por un cargo de $360.29 en mi cuenta corporativa. ASAP.,4,Cyber Security & Identity,128,Amex Card Risk
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Please advise.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Please advise.",11,American Express & Payments,54,American Express Amex
Can you help me pull the latest transaction report for merchant Apple? Thanks.,Can you help me pull the latest transaction report for merchant Apple? Thanks.,11,American Express & Payments,54,American Express Amex
Please explain the new American Express platinum benefits for Q3. Urgent.,Please explain the new American Express platinum benefits for Q3. Urgent.,11,American Express & Payments,54,American Express Amex
How do I reset the password for my Amex corporate card? Thanks in advance.,How do I reset the password for my Amex corporate card? Thanks in advance.,4,Cyber Security & Identity,128,Amex Card Risk
Necesito presentar una disputa por un cargo de $2059.35 en mi cuenta corporativa. Pls.,Necesito presentar una disputa por un cargo de $2059.35 en mi cuenta corporativa. Pls.,4,Cyber Security & Identity,128,Amex Card Risk
"Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Help.","Por favor, explique los nuevos beneficios de American Express Platinum para el tercer trimestre. Help.",11,American Express & Payments,54,American Express Amex
