cluster_id,size,top_10_keywords,sample_fragment
177,52,"microsoft, el, último, puedes, ayudarme, obtener, informe, transacciones, comerciante, urgent",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Microsoft? Urgent....
178,39,"starbucks, el, transacciones, comerciante, puedes, obtener, ayudarme, asap, último, informe",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Starbucks? ASAP....
179,45,"marriott, el, informe, ayudarme, obtener, último, transacciones, comerciante, puedes, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Marriott? Help....
180,52,"inr, pls, internacionales, es, liquidaciones, actual, tipo, cuál, cambio, usd",¿Cuál es el tipo de cambio actual de USD a INR para liquidaciones internacionales? Pls....
181,39,"cad, pls, liquidaciones, es, actual, tipo, internacionales, cuál, cambio, usd",¿Cuál es el tipo de cambio actual de USD a CAD para liquidaciones internacionales? Pls....
182,46,"cny, cuál, liquidaciones, tipo, internacionales, actual, es, cambio, thanks, usd",¿Cuál es el tipo de cambio actual de USD a CNY para liquidaciones internacionales? Thanks....
183,48,"cny, es, cambio, cuál, actual, tipo, internacionales, liquidaciones, usd, el",¿Cuál es el tipo de cambio actual de USD a CNY para liquidaciones internacionales?...
184,419,"password, reset, corporate, amex, advance, card, thanks, último, 3011, 3008",How do I reset the password for my Amex corporate card? Thanks in advance....
185,483,"contraseña, restablezco, mi, corporativa, la, amex, urgent, cómo, tarjeta, 3009",¿Cómo restablezco la contraseña de mi tarjeta corporativa Amex? Urgent....
186,59,"marriott, merchant, latest, advance, pull, transaction, report, help, thanks, último",Can you help me pull the latest transaction report for merchant Marriott? Thanks in advance....
187,48,"starbucks, merchant, latest, advise, pull, report, transaction, help, 301, 3006",Can you help me pull the latest transaction report for merchant Starbucks? Please advise....
188,44,"microsoft, merchant, latest, pull, report, transaction, help, thanks, último, 3009",Can you help me pull the latest transaction report for merchant Microsoft? Thanks....
189,44,"mxn, international, exchange, advise, current, rate, settlements, usd, 301, 3006",What is the current exchange rate for USD to MXN for international settlements? Please advise....
190,48,"eur, international, exchange, advance, settlements, rate, current, thanks, usd, 301",What is the current exchange rate for USD to EUR for international settlements? Thanks in advance....
191,45,"gbp, exchange, current, international, rate, settlements, urgent, usd, 3014, 3017",What is the current exchange rate for USD to GBP for international settlements? Urgent....
192,36,"sgd, rate, exchange, asap, current, international, settlements, usd, 3015, 3014",What is the current exchange rate for USD to SGD for international settlements? ASAP....
193,476,"lounge, year, limits, access, centurion, pls, 2992, 3006, 3008, 3009",What are the limits for Centurion lounge access this year? Pls....
194,451,"explain, q3, new, benefits, platinum, express, american, último, 3010, 3007",Please explain the new American Express platinum benefits for Q3....
195,480,"benefits, explain, q3, new, platinum, express, american, thanks, 3007, 3008",Please explain the new American Express platinum benefits for Q3. Thanks....
196,49,"apple, el, puedes, advance, ayudarme, obtener, informe, último, comerciante, transacciones",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Apple? Thanks in advance....
197,38,"google, el, transacciones, advise, ayudarme, comerciante, informe, obtener, puedes, último",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Google? Please advise....
198,46,"amazon, el, transacciones, comerciante, puedes, obtener, ayudarme, último, informe, thanks",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Amazon? Thanks....
199,45,"walmart, el, último, puedes, ayudarme, obtener, informe, transacciones, comerciante, urgent",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Walmart? Urgent....
200,44,"microsoft, el, último, comerciante, asap, puedes, informe, obtener, ayudarme, transacciones",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Microsoft? ASAP....
201,62,"starbucks, el, informe, comerciante, puedes, obtener, ayudarme, transacciones, último, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Starbucks? Help....
202,46,"marriott, el, último, informe, ayudarme, transacciones, obtener, puedes, comerciante, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Marriott?...
203,44,"marriott, el, pls, transacciones, comerciante, puedes, obtener, ayudarme, último, informe",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Marriott? Pls....
204,51,"inr, internacionales, es, liquidaciones, actual, tipo, cuál, cambio, thanks, usd",¿Cuál es el tipo de cambio actual de USD a INR para liquidaciones internacionales? Thanks....
205,59,"inr, cuál, liquidaciones, cambio, es, internacionales, actual, tipo, usd, el",¿Cuál es el tipo de cambio actual de USD a INR para liquidaciones internacionales?...
206,50,"cad, cuál, es, tipo, internacionales, actual, liquidaciones, cambio, thanks, usd",¿Cuál es el tipo de cambio actual de USD a CAD para liquidaciones internacionales? Thanks....
207,46,"cad, liquidaciones, cuál, cambio, es, internacionales, actual, tipo, usd, el",¿Cuál es el tipo de cambio actual de USD a CAD para liquidaciones internacionales?...
208,442,"password, reset, corporate, amex, urgent, card, último, 3013, 3009, 301",How do I reset the password for my Amex corporate card? Urgent....
209,439,"contraseña, restablezco, corporativa, mi, la, amex, asap, tarjeta, cómo, 3009",¿Cómo restablezco la contraseña de mi tarjeta corporativa Amex? ASAP....
210,39,"walmart, merchant, latest, report, advance, transaction, pull, help, thanks, último",Can you help me pull the latest transaction report for merchant Walmart? Thanks in advance....
211,47,"marriott, merchant, latest, advise, pull, transaction, report, help, 3009, 3005",Can you help me pull the latest transaction report for merchant Marriott? Please advise....
212,52,"starbucks, merchant, latest, report, pull, transaction, urgent, help, 301, 3005",Can you help me pull the latest transaction report for merchant Starbucks? Urgent....
213,39,"microsoft, merchant, latest, report, pull, transaction, urgent, help, último, 301",Can you help me pull the latest transaction report for merchant Microsoft? Urgent....
214,46,"brl, international, exchange, advise, current, rate, settlements, usd, 3015, 3010",What is the current exchange rate for USD to BRL for international settlements? Please advise....
215,33,"mxn, rate, current, exchange, advance, settlements, international, thanks, usd, 3005",What is the current exchange rate for USD to MXN for international settlements? Thanks in advance....
216,48,"eur, exchange, current, settlements, international, rate, urgent, usd, último, 3010",What is the current exchange rate for USD to EUR for international settlements? Urgent....
217,32,"gbp, rate, exchange, asap, current, international, settlements, usd, 3015, 3014",What is the current exchange rate for USD to GBP for international settlements? ASAP....
218,45,"sgd, rate, exchange, current, international, settlements, help, usd, 3017, 3004",What is the current exchange rate for USD to SGD for international settlements? Help....
219,440,"lounge, year, limits, access, centurion, thanks, 3011, 3006, 3007, 3008",What are the limits for Centurion lounge access this year? Thanks....
220,463,"year, lounge, limits, access, centurion, 3011, 3006, 3007, 3008, 3009",What are the limits for Centurion lounge access this year?...
221,44,"delta, el, transacciones, comerciante, puedes, obtener, ayudarme, advance, último, informe",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Delta? Thanks in advance....
222,50,"apple, el, último, informe, advise, ayudarme, obtener, transacciones, puedes, comerciante",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Apple? Please advise....
223,39,"google, el, transacciones, ayudarme, comerciante, informe, obtener, puedes, último, thanks",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Google? Thanks....
224,43,"amazon, el, informe, comerciante, puedes, obtener, ayudarme, transacciones, último, urgent",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Amazon? Urgent....
225,34,"walmart, el, último, informe, asap, ayudarme, obtener, transacciones, puedes, comerciante",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Walmart? ASAP....
226,48,"microsoft, el, último, informe, ayudarme, obtener, transacciones, puedes, comerciante, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Microsoft? Help....
227,45,"starbucks, el, transacciones, comerciante, puedes, obtener, ayudarme, último, informe, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Starbucks?...
228,45,"starbucks, el, pls, último, comerciante, ayudarme, transacciones, puedes, obtener, informe",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Starbucks? Pls....
229,451,"charge, dispute, file, need, account, corporate, advise, 88, 74, 29",I need to file a dispute for a charge of $4731.74 on my corporate account. Please advise....
230,460,"disputa, cargo, una, cuenta, necesito, presentar, mi, corporativa, por, advise",Necesito presentar una disputa por un cargo de $2361.97 en mi cuenta corporativa. Please advise....
231,100,"advance, customer, refund, process, ends, card, thanks, 8263, 1262, 8446",How do I process a refund for a customer whose card ends in 7534? Thanks in advance....
232,481,"reset, password, corporate, amex, asap, card, último, 3008, 3009, 301",How do I reset the password for my Amex corporate card? ASAP....
233,466,"contraseña, restablezco, mi, corporativa, la, amex, cómo, tarjeta, help, 3009",¿Cómo restablezco la contraseña de mi tarjeta corporativa Amex? Help....
234,59,"amazon, merchant, latest, advance, pull, transaction, report, help, thanks, último",Can you help me pull the latest transaction report for merchant Amazon? Thanks in advance....
235,31,"walmart, merchant, latest, advise, pull, transaction, report, help, último, 301",Can you help me pull the latest transaction report for merchant Walmart? Please advise....
236,41,"marriott, merchant, latest, pull, report, transaction, help, thanks, 3009, 3005",Can you help me pull the latest transaction report for merchant Marriott? Thanks....
237,46,"starbucks, merchant, latest, pull, report, transaction, help, thanks, 3009, 3005",Can you help me pull the latest transaction report for merchant Starbucks? Thanks....
238,44,"microsoft, transaction, pull, merchant, latest, report, asap, help, 3013, 3014",Can you help me pull the latest transaction report for merchant Microsoft? ASAP....
239,46,"jpy, international, exchange, advise, current, rate, settlements, usd, 3006, 3007",What is the current exchange rate for USD to JPY for international settlements? Please advise....
240,51,"brl, international, exchange, advance, settlements, rate, current, thanks, usd, 3010",What is the current exchange rate for USD to BRL for international settlements? Thanks in advance....
241,58,"mxn, rate, exchange, current, international, settlements, urgent, usd, 3015, 3016",What is the current exchange rate for USD to MXN for international settlements? Urgent....
242,43,"eur, international, exchange, asap, current, rate, settlements, usd, 3015, 3017",What is the current exchange rate for USD to EUR for international settlements? ASAP....
243,38,"gbp, exchange, current, international, rate, settlements, help, usd, 3017, 3004",What is the current exchange rate for USD to GBP for international settlements? Help....
244,46,"sgd, pls, exchange, current, international, rate, settlements, usd, 301, 3005",What is the current exchange rate for USD to SGD for international settlements? Pls....
245,49,"target, el, último, puedes, transacciones, advance, obtener, informe, comerciante, ayudarme",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Target? Thanks in advance....
246,55,"uber, el, ayudarme, transacciones, advance, obtener, informe, último, comerciante, puedes",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Uber? Thanks in advance....
247,45,"delta, el, transacciones, comerciante, puedes, obtener, ayudarme, advise, último, informe",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Delta? Please advise....
248,46,"apple, el, puedes, ayudarme, obtener, informe, último, transacciones, comerciante, thanks",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Apple? Thanks....
249,33,"google, el, transacciones, ayudarme, comerciante, informe, obtener, puedes, último, urgent",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Google? Urgent....
250,55,"amazon, el, último, informe, ayudarme, obtener, transacciones, puedes, comerciante, asap",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Amazon? ASAP....
251,55,"walmart, el, último, puedes, ayudarme, obtener, informe, transacciones, comerciante, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Walmart? Help....
252,39,"microsoft, el, último, informe, ayudarme, transacciones, obtener, puedes, comerciante, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Microsoft?...
253,48,"microsoft, el, pls, transacciones, comerciante, puedes, obtener, ayudarme, último, informe",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Microsoft? Pls....
254,423,"account, dispute, file, charge, need, corporate, advance, thanks, 45, 09",I need to file a dispute for a charge of $441.88 on my corporate account. Thanks in advance....
255,478,"cuenta, necesito, presentar, una, disputa, cargo, corporativa, por, mi, advance",Necesito presentar una disputa por un cargo de $4111.66 en mi cuenta corporativa. Thanks in advance....
256,33,"advance, customer, process, refund, ends, card, thanks, 7027, 8587, 6937",How do I process a refund for a customer whose card ends in 3827? Thanks in advance....
257,40,"advance, reembolso, cliente, cuya, termina, proceso, cómo, tarjeta, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 8124? Thanks in advance....
258,29,"advance, termina, cuya, reembolso, cliente, proceso, tarjeta, cómo, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6942? Thanks in advance....
259,37,"advance, cliente, termina, cuya, reembolso, proceso, tarjeta, cómo, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2667? Thanks in advance....
260,453,"reset, password, corporate, amex, card, help, último, 3008, 3009, 301",How do I reset the password for my Amex corporate card? Help....
261,495,"contraseña, restablezco, mi, corporativa, la, amex, pls, tarjeta, cómo, 3009",¿Cómo restablezco la contraseña de mi tarjeta corporativa Amex? Pls....
262,53,"delta, merchant, latest, advance, pull, transaction, report, help, thanks, 3009",Can you help me pull the latest transaction report for merchant Delta? Thanks in advance....
263,39,"amazon, merchant, latest, advise, pull, transaction, report, help, último, 301",Can you help me pull the latest transaction report for merchant Amazon? Please advise....
264,40,"walmart, merchant, latest, report, pull, transaction, help, thanks, último, 3009",Can you help me pull the latest transaction report for merchant Walmart? Thanks....
265,56,"marriott, merchant, latest, report, pull, transaction, urgent, help, 301, 3005",Can you help me pull the latest transaction report for merchant Marriott? Urgent....
266,60,"starbucks, asap, merchant, latest, pull, report, transaction, help, 301, 3006",Can you help me pull the latest transaction report for merchant Starbucks? ASAP....
267,42,"microsoft, pls, merchant, latest, pull, report, transaction, help, 301, 3006",Can you help me pull the latest transaction report for merchant Microsoft? Pls....
268,34,"cny, exchange, advise, current, rate, international, settlements, usd, 3010, 3006",What is the current exchange rate for USD to CNY for international settlements? Please advise....
269,59,"jpy, international, exchange, advance, current, rate, settlements, thanks, usd, 3014",What is the current exchange rate for USD to JPY for international settlements? Thanks in advance....
270,39,"brl, rate, exchange, current, international, settlements, urgent, usd, 3016, 3010",What is the current exchange rate for USD to BRL for international settlements? Urgent....
271,49,"mxn, rate, exchange, asap, current, international, settlements, usd, 3015, 3014",What is the current exchange rate for USD to MXN for international settlements? ASAP....
272,43,"eur, international, exchange, current, rate, settlements, help, usd, 3015, 301",What is the current exchange rate for USD to EUR for international settlements? Help....
273,48,"gbp, pls, exchange, current, international, rate, settlements, usd, 3015, 3017",What is the current exchange rate for USD to GBP for international settlements? Pls....
274,48,"sgd, exchange, current, international, settlements, rate, thanks, usd, 3016, 3018",What is the current exchange rate for USD to SGD for international settlements? Thanks....
275,41,"sgd, rate, exchange, current, international, settlements, usd, 3015, 3018, 3005",What is the current exchange rate for USD to SGD for international settlements?...
276,34,"target, el, último, informe, advise, ayudarme, obtener, transacciones, puedes, comerciante",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Target? Please advise....
277,32,"uber, el, último, advise, ayudarme, obtener, informe, transacciones, puedes, comerciante",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Uber? Please advise....
278,44,"delta, el, último, informe, ayudarme, obtener, transacciones, comerciante, puedes, thanks",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Delta? Thanks....
279,52,"apple, el, puedes, ayudarme, obtener, informe, último, transacciones, comerciante, urgent",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Apple? Urgent....
280,48,"google, el, transacciones, asap, ayudarme, comerciante, informe, obtener, puedes, último",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Google? ASAP....
281,47,"amazon, el, último, informe, ayudarme, obtener, transacciones, puedes, comerciante, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Amazon? Help....
282,34,"walmart, el, último, informe, ayudarme, obtener, transacciones, comerciante, puedes, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Walmart?...
283,41,"walmart, el, pls, informe, comerciante, puedes, obtener, ayudarme, transacciones, último",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Walmart? Pls....
284,32,"advance, process, customer, ends, refund, card, thanks, 5952, 9692, 7812",How do I process a refund for a customer whose card ends in 3742? Thanks in advance....
285,107,"urgent, refund, ends, process, customer, card, 8044, 8605, 8436, 8591",How do I process a refund for a customer whose card ends in 5385? Urgent....
286,37,"advance, reembolso, cuya, termina, proceso, cliente, cómo, tarjeta, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9791? Thanks in advance....
287,437,"proceso, termina, reembolso, cliente, cuya, tarjeta, cómo, en, thanks, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 4635? Thanks....
288,92,"asap, termina, cuya, cliente, reembolso, proceso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5761? ASAP....
289,40,"advise, termina, cuya, reembolso, cliente, proceso, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2932? Please advise....
290,37,"advise, cuya, proceso, termina, cliente, reembolso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2407? Please advise....
291,449,"reset, password, corporate, amex, card, thanks, último, 3009, 301, 3010",How do I reset the password for my Amex corporate card? Thanks....
292,426,"contraseña, restablezco, mi, corporativa, la, amex, cómo, tarjeta, thanks, 3009",¿Cómo restablezco la contraseña de mi tarjeta corporativa Amex? Thanks....
293,473,"contraseña, restablezco, corporativa, mi, la, amex, tarjeta, cómo, 3009, 3006",¿Cómo restablezco la contraseña de mi tarjeta corporativa Amex?...
294,38,"delta, merchant, latest, advise, pull, transaction, report, help, 3009, 3005",Can you help me pull the latest transaction report for merchant Delta? Please advise....
295,43,"amazon, merchant, latest, pull, transaction, report, help, thanks, último, 301",Can you help me pull the latest transaction report for merchant Amazon? Thanks....
296,47,"walmart, pull, merchant, latest, report, transaction, urgent, help, 301, 3005",Can you help me pull the latest transaction report for merchant Walmart? Urgent....
297,46,"marriott, transaction, pull, merchant, latest, report, asap, help, 3013, 3014",Can you help me pull the latest transaction report for merchant Marriott? ASAP....
298,49,"starbucks, pls, merchant, latest, report, transaction, pull, help, 2986, 3010",Can you help me pull the latest transaction report for merchant Starbucks? Pls....
299,54,"microsoft, transaction, pull, latest, report, merchant, help, 3014, 3015, 3005",Can you help me pull the latest transaction report for merchant Microsoft?...
300,38,"help, microsoft, transaction, pull, latest, report, merchant, 3013, 3014, 3012",Can you help me pull the latest transaction report for merchant Microsoft? Help....
301,36,"aud, international, exchange, advise, current, rate, settlements, usd, 3015, 301",What is the current exchange rate for USD to AUD for international settlements? Please advise....
302,49,"cny, exchange, advance, current, settlements, rate, international, thanks, usd, 3015",What is the current exchange rate for USD to CNY for international settlements? Thanks in advance....
303,54,"jpy, rate, international, exchange, current, settlements, urgent, usd, 3005, 3006",What is the current exchange rate for USD to JPY for international settlements? Urgent....
304,49,"brl, rate, exchange, asap, current, international, settlements, usd, 3015, 3014",What is the current exchange rate for USD to BRL for international settlements? ASAP....
305,52,"mxn, rate, exchange, current, international, settlements, help, usd, 3016, 3005",What is the current exchange rate for USD to MXN for international settlements? Help....
306,51,"eur, pls, international, exchange, current, rate, settlements, usd, 3016, 301",What is the current exchange rate for USD to EUR for international settlements? Pls....
307,45,"gbp, exchange, current, international, rate, settlements, thanks, usd, 3014, 3009",What is the current exchange rate for USD to GBP for international settlements? Thanks....
308,68,"gbp, international, settlements, exchange, rate, current, usd, 3010, 3006, 3007",What is the current exchange rate for USD to GBP for international settlements?...
309,47,"target, el, último, informe, ayudarme, obtener, transacciones, comerciante, puedes, thanks",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Target? Thanks....
310,38,"uber, el, último, ayudarme, obtener, informe, transacciones, puedes, comerciante, thanks",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Uber? Thanks....
311,49,"delta, el, último, informe, ayudarme, obtener, transacciones, comerciante, puedes, urgent",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Delta? Urgent....
312,43,"apple, el, informe, asap, ayudarme, obtener, último, puedes, comerciante, transacciones",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Apple? ASAP....
313,46,"google, el, transacciones, ayudarme, comerciante, informe, obtener, puedes, último, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Google? Help....
314,51,"amazon, el, último, informe, ayudarme, obtener, transacciones, puedes, comerciante, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Amazon?...
315,50,"amazon, el, pls, transacciones, comerciante, puedes, obtener, ayudarme, último, informe",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Amazon? Pls....
316,48,"urgent, process, ends, customer, refund, card, 8797, 8357, 8767, 7207",How do I process a refund for a customer whose card ends in 8767? Urgent....
317,43,"advance, cuya, termina, reembolso, proceso, cliente, cómo, tarjeta, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3770? Thanks in advance....
318,39,"asap, proceso, cuya, cliente, termina, reembolso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 4407? ASAP....
319,511,"reset, password, corporate, amex, card, último, 3009, 301, 3010, 3011",How do I reset the password for my Amex corporate card?...
320,455,"reset, password, corporate, amex, pls, card, 3009, 301, 3010, 3011",How do I reset the password for my Amex corporate card? Pls....
321,58,"target, merchant, latest, report, advance, pull, transaction, help, thanks, último",Can you help me pull the latest transaction report for merchant Target? Thanks in advance....
322,41,"uber, merchant, latest, report, advance, transaction, pull, help, thanks, último",Can you help me pull the latest transaction report for merchant Uber? Thanks in advance....
323,49,"apple, merchant, latest, advance, pull, transaction, report, help, thanks, último",Can you help me pull the latest transaction report for merchant Apple? Thanks in advance....
324,47,"google, merchant, latest, advance, pull, transaction, report, help, thanks, 3009",Can you help me pull the latest transaction report for merchant Google? Thanks in advance....
325,43,"delta, merchant, latest, pull, transaction, report, help, thanks, 3009, 3005",Can you help me pull the latest transaction report for merchant Delta? Thanks....
326,58,"amazon, merchant, latest, pull, transaction, report, urgent, help, último, 301",Can you help me pull the latest transaction report for merchant Amazon? Urgent....
327,52,"walmart, asap, merchant, latest, report, pull, transaction, help, 3010, 3006",Can you help me pull the latest transaction report for merchant Walmart? ASAP....
328,49,"marriott, pls, merchant, latest, pull, transaction, report, help, 3018, 3009",Can you help me pull the latest transaction report for merchant Marriott? Pls....
329,45,"starbucks, pull, merchant, latest, report, transaction, help, 3014, 3015, 3017",Can you help me pull the latest transaction report for merchant Starbucks?...
330,38,"help, starbucks, pull, merchant, latest, report, transaction, 3013, 3014, 3012",Can you help me pull the latest transaction report for merchant Starbucks? Help....
331,52,"inr, international, exchange, advise, current, settlements, rate, usd, 3010, 3006",What is the current exchange rate for USD to INR for international settlements? Please advise....
332,56,"cad, international, exchange, advise, current, rate, settlements, usd, 3015, 3010",What is the current exchange rate for USD to CAD for international settlements? Please advise....
333,43,"aud, international, current, exchange, advance, settlements, rate, thanks, usd, 3006",What is the current exchange rate for USD to AUD for international settlements? Thanks in advance....
334,49,"cny, rate, exchange, current, international, settlements, urgent, usd, 3017, 3010",What is the current exchange rate for USD to CNY for international settlements? Urgent....
335,48,"jpy, international, exchange, asap, current, rate, settlements, usd, 3015, 3017",What is the current exchange rate for USD to JPY for international settlements? ASAP....
336,47,"brl, international, exchange, current, rate, settlements, help, usd, 3016, 3010",What is the current exchange rate for USD to BRL for international settlements? Help....
337,40,"mxn, pls, settlements, exchange, current, rate, international, usd, 3010, 3006",What is the current exchange rate for USD to MXN for international settlements? Pls....
338,44,"eur, international, exchange, current, settlements, rate, thanks, usd, 3010, 3006",What is the current exchange rate for USD to EUR for international settlements? Thanks....
339,52,"eur, international, exchange, current, rate, settlements, usd, 3015, 3010, 3006",What is the current exchange rate for USD to EUR for international settlements?...
340,54,"target, el, último, puedes, ayudarme, obtener, informe, transacciones, comerciante, urgent",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Target? Urgent....
341,46,"uber, el, último, ayudarme, obtener, informe, puedes, transacciones, comerciante, urgent",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Uber? Urgent....
342,60,"delta, el, último, informe, asap, ayudarme, obtener, transacciones, puedes, comerciante",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Delta? ASAP....
343,39,"apple, el, puedes, ayudarme, obtener, informe, último, transacciones, comerciante, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Apple? Help....
344,44,"google, el, transacciones, ayudarme, comerciante, informe, obtener, puedes, último, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Google?...
345,43,"google, el, pls, transacciones, ayudarme, comerciante, informe, obtener, puedes, último",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Google? Pls....
346,451,"presentar, disputa, cargo, cuenta, necesito, una, por, mi, corporativa, urgent",Necesito presentar una disputa por un cargo de $2409.71 en mi cuenta corporativa. Urgent....
347,32,"advance, ends, customer, refund, process, card, thanks, 6366, 9506, 9596",How do I process a refund for a customer whose card ends in 9506? Thanks in advance....
348,86,"customer, ends, process, refund, card, thanks, 1287, 8611, 2767, 7763",How do I process a refund for a customer whose card ends in 5188? Thanks....
349,31,"urgent, customer, ends, refund, process, card, 9654, 8424, 9664, 9474",How do I process a refund for a customer whose card ends in 4764? Urgent....
350,34,"advise, ends, customer, process, refund, card, 2577, 2897, 9367, 6667",How do I process a refund for a customer whose card ends in 3687? Please advise....
351,95,"reembolso, cliente, termina, proceso, cuya, tarjeta, cómo, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2507? Help....
352,32,"asap, reembolso, termina, cuya, proceso, cliente, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 4132? ASAP....
353,38,"advise, cuya, reembolso, proceso, termina, cliente, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3344? Please advise....
354,45,"target, merchant, latest, advise, pull, transaction, report, help, último, 301",Can you help me pull the latest transaction report for merchant Target? Please advise....
355,45,"uber, merchant, latest, advise, pull, transaction, report, help, último, 301",Can you help me pull the latest transaction report for merchant Uber? Please advise....
356,44,"apple, merchant, latest, advise, pull, transaction, report, help, 301, 3005",Can you help me pull the latest transaction report for merchant Apple? Please advise....
357,50,"google, merchant, latest, advise, pull, transaction, report, help, 3009, 3005",Can you help me pull the latest transaction report for merchant Google? Please advise....
358,40,"delta, merchant, latest, pull, transaction, report, urgent, help, 301, 3005",Can you help me pull the latest transaction report for merchant Delta? Urgent....
359,36,"amazon, merchant, latest, pull, report, transaction, asap, help, último, 301",Can you help me pull the latest transaction report for merchant Amazon? ASAP....
360,36,"walmart, pls, merchant, latest, report, pull, transaction, help, 3010, 3006",Can you help me pull the latest transaction report for merchant Walmart? Pls....
361,55,"marriott, transaction, pull, latest, report, merchant, help, 3014, 3016, 3004",Can you help me pull the latest transaction report for merchant Marriott?...
362,44,"help, marriott, transaction, pull, latest, report, merchant, 3013, 3014, 3012",Can you help me pull the latest transaction report for merchant Marriott? Help....
363,50,"inr, international, exchange, advance, current, rate, settlements, thanks, usd, 3014",What is the current exchange rate for USD to INR for international settlements? Thanks in advance....
364,41,"cad, international, exchange, advance, settlements, rate, current, thanks, usd, 3010",What is the current exchange rate for USD to CAD for international settlements? Thanks in advance....
365,41,"aud, rate, exchange, current, international, settlements, urgent, usd, 3016, 3017",What is the current exchange rate for USD to AUD for international settlements? Urgent....
366,46,"cny, exchange, asap, current, international, rate, settlements, usd, 3018, 3019",What is the current exchange rate for USD to CNY for international settlements? ASAP....
367,37,"jpy, rate, exchange, current, settlements, international, help, usd, 3005, 3006",What is the current exchange rate for USD to JPY for international settlements? Help....
368,39,"brl, pls, international, exchange, current, rate, settlements, usd, 3016, 3010",What is the current exchange rate for USD to BRL for international settlements? Pls....
369,57,"mxn, settlements, exchange, rate, current, international, thanks, usd, 301, 3005",What is the current exchange rate for USD to MXN for international settlements? Thanks....
